file_name,bridge_angle,dlman,Fr_ini,plates,cubes,logs,Q[dm],batch,H_up,H_down,H_up_corr,H_down_corr,pic_side,pic_top,dh,dh_d0,rel_BW,carpet_length_avg,carpet_length_max,exp_id,volume
,0.0,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,3.0,160.0,13.5,154.0,81.0,924.0,568.0,73.0,0.5634517766497462,,,,59,3.18
,0.0,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,4.0,163.0,13.5,157.0,81.0,925.0,569.0,76.0,0.5939086294416244,0.5939086294416244,44,67,59,4.24
N3_R_2P_F0.55_h0.9_25P0C75L_0HR_R1_4L_0HW_0Deg,0.0,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,0.0,104.5,13.7,98.5,82.99999999999999,,,15.500000000000014,0.0,,,,60,0.0
dried debris,0.0,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,1.0,153.0,13.8,147.0,84.0,926.0,570.0,63.0,0.4923857868020304,,,,60,1.06
,0.0,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,2.0,172.0,13.2,166.0,77.99999999999999,927.0,571.0,88.00000000000001,0.6852791878172588,,,,60,2.12
,0.0,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,3.0,175.0,13.3,169.0,79.0,928.0,572.0,90.0,0.7157360406091371,,,,60,3.18
,0.0,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,4.0,176.0,13.3,170.0,79.0,929.0,573.0,91.0,0.7258883248730964,0.7258883248730964,53,68,60,4.24
N3_R_2P_F0.55_h0.9_0P25C75L_0HR_R1_4L_0HW_0Deg,0.0,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,0.0,104.5,13.8,98.5,84.0,,,14.5,0.0,,,,61,0.0
dried debris,0.0,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,1.0,140.0,13.9,134.0,85.0,930.0,574.0,49.0,0.3604060913705584,,,,61,1.06
,0.0,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,2.0,156.0,13.6,150.0,82.0,931.0,575.0,68.0,0.5228426395939086,,,,61,2.12
,0.0,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,3.0,172.0,13.2,166.0,77.99999999999999,932.0,576.0,88.00000000000001,0.6852791878172588,,,,61,3.18
,0.0,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,4.0,173.0,13.2,167.0,77.99999999999999,933.0,577.0,89.00000000000001,0.6954314720812182,0.6954314720812182,39,43,61,4.24
N3_R_2P_F0.55_h0.9_0P0C100L_0HR_R1_4L_0HW_0Deg,0.0,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,0.0,104.5,13.7,98.5,82.99999999999999,,,15.500000000000014,0.0,,,,62,0.0
dried debris,0.0,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,1.0,142.0,13.9,136.0,85.0,934.0,578.0,51.0,0.3807106598984771,,,,62,1.06
,0.0,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,2.0,168.0,13.6,162.0,82.0,935.0,579.0,80.0,0.6446700507614214,,,,62,2.12
,0.0,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,3.0,169.0,13.4,163.0,80.0,936.0,580.0,83.0,0.6548223350253807,,,,62,3.18
,0.0,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,4.0,170.0,13.3,164.0,79.0,937.0,581.0,85.0,0.6649746192893401,0.6649746192893401,64,71,62,4.24
N3_R_2P_F0.55_h0.9_0P0C100L_0HR_R1_4L_0HW_0Deg,0.0,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,0.0,104.5,13.8,98.5,84.0,,,14.5,0.0,,,,63,0.0
dried debris,0.0,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,1.0,140.0,13.8,134.0,84.0,938.0,582.0,50.0,0.3604060913705584,,,,63,1.06
,0.0,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,2.0,147.0,13.9,141.0,85.0,,,56.0,0.4314720812182741,,,,63,2.12
,0.0,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,3.0,167.0,13.5,161.0,81.0,939.0,583.0,80.0,0.6345177664974619,,,,63,3.18
,0.0,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,4.0,168.0,13.5,162.0,81.0,940.0,584.0,81.0,0.6446700507614214,0.6446700507614214,57,67,63,4.24
N3_R_2P_F0.48_h0.9_25P0C75L_0HR_R1_4L_0HW_0Deg,0.0,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,0.0,103.0,14.0,97.0,86.0,,,11.0,0.0,,,,64,0.0
dried debris,0.0,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,1.0,130.0,14.0,124.0,86.0,941.0,585.0,38.0,0.2783505154639175,,,,64,1.06
,0.0,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,2.0,157.0,13.9,151.0,85.0,942.0,586.0,66.0,0.5567010309278351,,,,64,2.12
,0.0,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,3.0,160.0,13.9,154.0,85.0,943.0,587.0,69.0,0.5876288659793815,,,,64,3.18
,0.0,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,4.0,163.0,13.9,157.0,85.0,944.0,588.0,72.0,0.6185567010309279,0.6185567010309279,53,69,64,4.24
N3_R_2P_F0.48_h0.9_0P25C75L_0HR_R1_4L_0HW_0Deg,0.0,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,0.0,103.0,14.1,97.0,87.0,,,10.0,0.0,,,,65,0.0
dried debris,0.0,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,1.0,146.0,14.1,140.0,87.0,945.0,589.0,53.0,0.4432989690721649,,,,65,1.06
,0.0,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,2.0,157.0,13.9,151.0,85.0,946.0,590.0,66.0,0.5567010309278351,,,,65,2.12
,0.0,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,3.0,159.0,13.6,153.0,82.0,947.0,591.0,71.0,0.5773195876288659,,,,65,3.18
,0.0,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,4.0,159.0,13.6,153.0,82.0,948.0,592.0,71.0,0.5773195876288659,0.5773195876288659,56,72,65,4.24
N3_R_2P_F0.48_h0.9_25P0C75L_0HR_R1_4L_0HW_0Deg,0.0,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,0.0,103.0,14.1,97.0,87.0,,,10.0,0.0,,,,66,0.0
dried debris,0.0,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,1.0,138.0,14.0,132.0,86.0,949.0,593.0,46.0,0.3608247422680412,,,,66,1.06
,0.0,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,2.0,154.0,14.0,148.0,86.0,950.0,594.0,62.0,0.5257731958762887,,,,66,2.12
,0.0,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,3.0,160.0,14.0,154.0,86.0,952.0,596.0,68.0,0.5876288659793815,,,,66,3.18
,0.0,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,4.0,160.5,13.9,154.5,85.0,953.0,597.0,69.5,0.5927835051546392,0.5927835051546392,51,70,66,4.24
N3_R_2P_F0.48_h0.9_0P25C75L_0HR_R1_4L_0HW_0Deg,0.0,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,0.0,102.5,13.9,96.5,85.0,,,11.5,0.0,,,,67,0.0
dried debris,0.0,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,1.0,139.0,13.9,133.0,85.0,954.0,598.0,48.0,0.3782383419689119,,,,67,1.06
,0.0,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,2.0,151.0,13.9,145.0,85.0,955.0,599.0,60.0,0.5025906735751295,,,,67,2.12
,0.0,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,3.0,152.0,13.8,146.0,84.0,956.0,600.0,62.0,0.5129533678756477,,,,67,3.18
,0.0,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,4.0,153.0,13.9,147.0,85.0,957.0,601.0,62.0,0.5233160621761658,0.5233160621761658,50,60,67,4.24
N3_R_2P_F0.48_h0.9_0P0C100L_0HR_R1_4L_0HW_0Deg,0.0,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,0.0,102.5,13.9,96.5,85.0,,,11.5,0.0,,,,68,0.0
dried debris,0.0,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,1.0,130.5,14.2,124.5,87.99999999999999,958.0,602.0,36.500000000000014,0.2901554404145077,,,,68,1.06
,0.0,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,2.0,157.5,13.6,151.5,82.0,959.0,603.0,69.5,0.5699481865284974,,,,68,2.12
,0.0,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,3.0,160.0,13.7,154.0,82.99999999999999,960.0,604.0,71.00000000000001,0.5958549222797928,,,,68,3.18
,0.0,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,4.0,161.0,13.7,155.0,82.99999999999999,961.0,605.0,72.00000000000001,0.6062176165803109,0.6062176165803109,60,66,68,4.24
N3_R_2P_F0.48_h0.9_0P0C100L_0HR_R1_4L_0HW_0Deg,0.0,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,0.0,102.5,13.9,96.5,85.0,,,11.5,0.0,,,,69,0.0
dried debris,0.0,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,1.0,148.0,14.1,142.0,87.0,962.0,606.0,55.0,0.4715025906735751,,,,69,1.06
,0.0,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,2.0,155.0,13.9,149.0,85.0,963.0,607.0,64.0,0.5440414507772021,,,,69,2.12
,0.0,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,3.0,156.5,14.0,150.5,86.0,964.0,608.0,64.5,0.5595854922279793,,,,69,3.18
,0.0,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,4.0,158.0,14.0,152.0,86.0,965.0,609.0,66.0,0.5751295336787565,0.5751295336787565,54,79,69,4.24
N3_R_2P_F0.4_h0.9_0P25C75L_0HR_R1_4L_0HW_0Deg,0.0,0.013530637235548,0.4,0.0,0.25,0.75,13.5,0.0,102.5,14.4,96.5,90.0,,,6.5,0.0,,,,70,0.0
dried debris,0.0,0.013530637235548,0.4,0.0,0.25,0.75,13.5,1.0,110.0,14.4,104.0,90.0,966.0,610.0,14.0,0.077720207253886,,,,70,1.06
,0.0,0.013530637235548,0.4,0.0,0.25,0.75,13.5,2.0,132.0,14.3,126.0,89.0,967.0,612.0,37.0,0.3056994818652849,,,,70,2.12
,0.0,0.013530637235548,0.4,0.0,0.25,0.75,13.5,3.0,138.0,14.2,132.0,87.99999999999999,968.0,613.0,44.000000000000014,0.3678756476683937,,,,70,3.18
,0.0,0.013530637235548,0.4,0.0,0.25,0.75,13.5,4.0,142.0,14.2,136.0,87.99999999999999,969.0,614.0,48.000000000000014,0.4093264248704663,0.4093264248704663,51,67,70,4.24
N3_R_2P_F0.4_h0.9_25P0C75L_0HR_R1_4L_0HW_0Deg,0.0,0.013530637235548,0.4,0.25,0.0,0.75,13.5,0.0,102.5,14.4,96.5,90.0,,,6.5,0.0,,,,71,0.0
dried debris,0.0,0.013530637235548,0.4,0.25,0.0,0.75,13.5,1.0,134.0,14.1,128.0,87.0,970.0,615.0,41.0,0.3264248704663212,,,,71,1.06
,0.0,0.013530637235548,0.4,0.25,0.0,0.75,13.5,2.0,141.0,14.1,135.0,87.0,971.0,616.0,48.0,0.3989637305699481,,,,71,2.12
,0.0,0.013530637235548,0.4,0.25,0.0,0.75,13.5,3.0,155.0,13.6,149.0,82.0,972.0,617.0,67.0,0.5440414507772021,,,,71,3.18
,0.0,0.013530637235548,0.4,0.25,0.0,0.75,13.5,4.0,157.0,13.7,151.0,82.99999999999999,973.0,618.0,68.00000000000001,0.5647668393782384,0.5647668393782384,64,74,71,4.24
N3_R_2P_F0.4_h0.9_0P25C75L_0HR_R1_4L_0HW_0Deg,0.0,0.013530637235548,0.4,0.0,0.25,0.75,13.5,0.0,103.0,14.4,97.0,90.0,,,7.0,0.0,,,,72,0.0
dried debris,0.0,0.013530637235548,0.4,0.0,0.25,0.75,13.5,1.0,128.0,14.3,122.0,89.0,974.0,619.0,33.0,0.2577319587628865,,,,72,1.06
,0.0,0.013530637235548,0.4,0.0,0.25,0.75,13.5,2.0,144.0,14.3,138.0,89.0,975.0,620.0,49.0,0.422680412371134,,,,72,2.12
,0.0,0.013530637235548,0.4,0.0,0.25,0.75,13.5,3.0,144.0,14.3,138.0,89.0,976.0,621.0,49.0,0.422680412371134,,,,72,3.18
,0.0,0.013530637235548,0.4,0.0,0.25,0.75,13.5,4.0,144.0,14.3,138.0,89.0,977.0,622.0,49.0,0.422680412371134,0.422680412371134,47,58,72,4.24
N3_R_2P_F0.4_h0.9_25P0C75L_0HR_R1_4L_0HW_0Deg,0.0,0.013530637235548,0.4,0.25,0.0,0.75,13.5,0.0,102.5,14.4,96.5,90.0,,,6.5,0.0,,,,73,0.0
dried debris,0.0,0.013530637235548,0.4,0.25,0.0,0.75,13.5,1.0,129.0,14.2,123.0,87.99999999999999,978.0,623.0,35.000000000000014,0.2746113989637305,,,,73,1.06
,0.0,0.013530637235548,0.4,0.25,0.0,0.75,13.5,2.0,132.0,14.2,126.0,87.99999999999999,979.0,624.0,38.000000000000014,0.3056994818652849,,,,73,2.12
,0.0,0.013530637235548,0.4,0.25,0.0,0.75,13.5,3.0,140.0,14.1,134.0,87.0,980.0,625.0,47.0,0.38860103626943,,,,73,3.18
,0.0,0.013530637235548,0.4,0.25,0.0,0.75,13.5,4.0,141.0,14.1,135.0,87.0,981.0,626.0,48.0,0.3989637305699481,0.3989637305699481,58,73,73,4.24
N3_R_2P_F0.4_h0.9_25P0C75L_0HR_R1_4L_0HW_0Deg,0.0,0.013530637235548,0.4,0.25,0.0,0.75,13.5,0.0,103.0,14.4,97.0,90.0,,,7.0,0.0,,,,74,0.0
dried debris,0.0,0.013530637235548,0.4,0.25,0.0,0.75,13.5,1.0,138.0,14.3,132.0,89.0,982.0,627.0,43.0,0.3608247422680412,,,,74,1.06
,0.0,0.013530637235548,0.4,0.25,0.0,0.75,13.5,2.0,141.0,14.3,135.0,89.0,983.0,628.0,46.0,0.3917525773195876,,,,74,2.12
,0.0,0.013530637235548,0.4,0.25,0.0,0.75,13.5,3.0,147.0,14.3,141.0,89.0,984.0,629.0,52.0,0.4536082474226804,,,,74,3.18
,0.0,0.013530637235548,0.4,0.25,0.0,0.75,13.5,4.0,146.0,14.3,140.0,89.0,985.0,630.0,51.0,0.4432989690721649,0.4432989690721649,66,88,74,4.24
N3_R_2P_F0.4_h0.9_0P0C100L_0HR_R1_4L_0HW_0Deg,0.0,0.013530637235548,0.4,0.0,0.0,1.0,13.5,0.0,99.0,14.4,93.0,90.0,,,3.0,0.0,,,,75,0.0
dried debris,0.0,0.013530637235548,0.4,0.0,0.0,1.0,13.5,1.0,114.0,14.2,108.0,87.99999999999999,986.0,631.0,20.00000000000001,0.1612903225806451,,,,75,1.06
,0.0,0.013530637235548,0.4,0.0,0.0,1.0,13.5,2.0,130.5,14.0,124.5,86.0,987.0,632.0,38.5,0.3387096774193548,,,,75,2.12
,0.0,0.013530637235548,0.4,0.0,0.0,1.0,13.5,3.0,133.5,14.0,127.5,86.0,988.0,633.0,41.5,0.3709677419354839,,,,75,3.18
,0.0,0.013530637235548,0.4,0.0,0.0,1.0,13.5,4.0,134.0,14.1,128.0,87.0,989.0,634.0,41.0,0.3763440860215054,0.3763440860215054,57,68,75,4.24
N3_R_2P_F0.4_h0.9_0P0C100L_0HR_R1_4L_0HW_0Deg,0.0,0.013530637235548,0.4,0.0,0.0,1.0,13.5,0.0,99.0,14.4,93.0,90.0,,,3.0,0.0,,,,76,0.0
dried debris,0.0,0.013530637235548,0.4,0.0,0.0,1.0,13.5,1.0,127.0,14.2,121.0,87.99999999999999,990.0,635.0,33.000000000000014,0.3010752688172043,,,,76,1.06
,0.0,0.013530637235548,0.4,0.0,0.0,1.0,13.5,2.0,135.0,14.2,129.0,87.99999999999999,991.0,636.0,41.000000000000014,0.3870967741935484,,,,76,2.12
,0.0,0.013530637235548,0.4,0.0,0.0,1.0,13.5,3.0,140.0,14.2,134.0,87.99999999999999,992.0,637.0,46.000000000000014,0.4408602150537634,,,,76,3.18
,0.0,0.013530637235548,0.4,0.0,0.0,1.0,13.5,4.0,143.0,14.2,137.0,87.99999999999999,993.0,638.0,49.000000000000014,0.4731182795698925,0.4731182795698925,58,67,76,4.24
N3_R_2P_F0.4_h0.9_0P0C100L_0HR_R1_4L_0HW_0Deg,0.0,0.013530637235548,0.4,0.0,0.0,1.0,13.5,0.0,99.0,14.4,93.0,90.0,,,3.0,0.0,,,,77,0.0
dried debris,0.0,0.013530637235548,0.4,0.0,0.0,1.0,13.5,1.0,120.0,14.3,114.0,89.0,994.0,639.0,25.0,0.2258064516129032,,,,77,1.06
,0.0,0.013530637235548,0.4,0.0,0.0,1.0,13.5,2.0,138.0,14.1,132.0,87.0,995.0,640.0,45.0,0.4193548387096774,,,,77,2.12
,0.0,0.013530637235548,0.4,0.0,0.0,1.0,13.5,3.0,139.0,14.1,133.0,87.0,996.0,641.0,46.0,0.4301075268817204,,,,77,3.18
,0.0,0.013530637235548,0.4,0.0,0.0,1.0,13.5,4.0,139.5,,133.5,-54.0,,,187.5,0.4354838709677419,0.4354838709677419,68,81,77,4.24
N3_R_2P_F0.28_h0.9_25P0C75L_0HR_R1_4L_0HW_0Deg,0.0,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,0.0,96.0,14.4,90.0,90.0,,,0.0,0.0,,,,78,0.0
dried debris,0.0,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,1.0,105.0,14.4,99.0,90.0,997.0,643.0,9.0,0.1,,,,78,1.06
,0.0,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,2.0,113.0,14.3,107.0,89.0,998.0,644.0,18.0,0.1888888888888888,,,,78,2.12
,0.0,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,3.0,114.0,14.3,108.0,89.0,999.0,645.0,19.0,0.2,,,,78,3.18
,0.0,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,4.0,116.0,14.3,110.0,89.0,1000.0,646.0,21.0,0.2222222222222222,0.2222222222222222,65,80,78,4.24
N3_R_2P_F0.28_h0.9_0P25C75L_0HR_R1_4L_0HW_0Deg,0.0,0.0094714460648836,0.28,0.0,0.25,0.75,9.5,0.0,96.0,14.3,90.0,89.0,,,1.0,0.0,,,,79,0.0
dried debris,0.0,0.0094714460648836,0.28,0.0,0.25,0.75,9.5,1.0,100.0,14.3,94.0,89.0,1001.0,647.0,5.0,0.0444444444444444,,,,79,1.06
,0.0,0.0094714460648836,0.28,0.0,0.25,0.75,9.5,2.0,102.0,14.3,96.0,89.0,1002.0,648.0,7.0,0.0666666666666666,,,,79,2.12
,0.0,0.0094714460648836,0.28,0.0,0.25,0.75,9.5,3.0,103.0,14.3,97.0,89.0,1003.0,649.0,8.0,0.0777777777777777,,,,79,3.18
,0.0,0.0094714460648836,0.28,0.0,0.25,0.75,9.5,4.0,105.0,14.3,99.0,89.0,,,10.0,0.1,0.1,71,81,79,4.24
N3_R_2P_F0.28_h0.9_0P0C100L_0HR_R1_4L_0HW_0Deg,0.0,0.0094714460648836,0.28,0.0,0.0,1.0,9.5,0.0,97.0,14.3,91.0,89.0,,,2.0,0.0,,,,80,0.0
dried debris,0.0,0.0094714460648836,0.28,0.0,0.0,1.0,9.5,1.0,102.0,14.3,96.0,89.0,1004.0,650.0,7.0,0.0549450549450549,,,,80,1.06
,0.0,0.0094714460648836,0.28,0.0,0.0,1.0,9.5,2.0,103.0,14.3,97.0,89.0,1005.0,651.0,8.0,0.0659340659340659,,,,80,2.12
,0.0,0.0094714460648836,0.28,0.0,0.0,1.0,9.5,3.0,104.0,14.3,98.0,89.0,1006.0,652.0,9.0,0.0769230769230769,,,,80,3.18
,0.0,0.0094714460648836,0.28,0.0,0.0,1.0,9.5,4.0,105.0,14.3,99.0,89.0,1007.0,653.0,10.0,0.0879120879120879,0.0879120879120879,95,103,80,4.24
N3_R_2P_F0.28_h0.9_25P0C75L_0HR_R1_4L_0HW_0Deg,0.0,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,0.0,96.0,14.4,90.0,90.0,,,0.0,0.0,,,,81,0.0
dried debris,0.0,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,1.0,102.0,14.3,96.0,89.0,1008.0,654.0,7.0,0.0666666666666666,,,,81,1.06
,0.0,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,2.0,111.0,14.2,105.0,87.99999999999999,1009.0,655.0,17.000000000000014,0.1666666666666666,,,,81,2.12
,0.0,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,3.0,112.0,14.2,106.0,87.99999999999999,1010.0,656.0,18.000000000000014,0.1777777777777777,,,,81,3.18
,0.0,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,4.0,115.0,14.2,109.0,87.99999999999999,1011.0,657.0,21.00000000000001,0.2111111111111111,0.2111111111111111,68,84,81,4.24
N3_R_2P_F0.55_h0.9_25P0C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,0.0,101.5,14.3,95.5,89.0,,,6.5,0.0,,,,82,0.0
dried debris,22.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,1.0,148.0,14.3,142.0,89.0,1012.0,658.0,53.0,0.4869109947643979,,,,82,1.06
,22.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,2.0,152.5,13.6,146.5,82.0,1013.0,659.0,64.5,0.5340314136125655,,,,82,2.12
,22.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,3.0,163.0,13.6,157.0,82.0,1014.0,660.0,75.0,0.643979057591623,,,,82,3.18
,22.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,4.0,166.5,13.9,160.5,85.0,1015.0,661.0,75.5,0.680628272251309,0.680628272251309,61,83,82,4.24
N3_R_2P_F0.55_h0.9_0P25C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,0.0,101.5,14.3,95.5,89.0,,,6.5,0.0,,,,83,0.0
dried debris,22.5,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,1.0,140.0,13.9,134.0,85.0,1016.0,662.0,49.0,0.4031413612565445,,,,83,1.06
,22.5,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,2.0,153.0,13.8,147.0,84.0,1017.0,663.0,63.0,0.5392670157068062,,,,83,2.12
,22.5,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,3.0,155.0,13.8,149.0,84.0,1018.0,664.0,65.0,0.5602094240837696,,,,83,3.18
,22.5,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,4.0,155.5,13.8,149.5,84.0,1019.0,665.0,65.5,0.5654450261780105,0.5654450261780105,58,79,83,4.24
N3_R_2P_F0.55_h0.9_25P0C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,0.0,101.5,14.3,95.5,89.0,,,6.5,0.0,,,,84,0.0
dried debris,22.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,1.0,140.0,13.7,134.0,82.99999999999999,1020.0,666.0,51.000000000000014,0.4031413612565445,,,,84,1.06
,22.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,2.0,159.0,14.0,153.0,86.0,1021.0,667.0,67.0,0.6020942408376964,,,,84,2.12
,22.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,3.0,163.5,14.0,157.5,86.0,1022.0,668.0,71.5,0.6492146596858639,,,,84,3.18
,22.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,4.0,165.5,14.2,159.5,87.99999999999999,1023.0,669.0,71.50000000000001,0.6701570680628273,0.6701570680628273,55,70,84,4.24
N3_R_2P_F0.55_h0.9_0P25C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,0.0,101.5,14.3,95.5,89.0,,,6.5,0.0,,,,85,0.0
dried debris,22.5,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,1.0,132.0,13.8,126.0,84.0,1024.0,670.0,42.0,0.3193717277486911,,,,85,1.06
,22.5,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,2.0,140.0,13.9,134.0,85.0,1025.0,671.0,49.0,0.4031413612565445,,,,85,2.12
,22.5,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,3.0,144.0,13.8,138.0,84.0,1026.0,672.0,54.0,0.4450261780104712,,,,85,3.18
,22.5,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,4.0,161.0,13.8,155.0,84.0,1027.0,673.0,71.0,0.6230366492146597,0.6230366492146597,46,52,85,4.24
N3_R_2P_F0.55_h0.9_0P0C100L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,0.0,101.5,14.3,95.5,89.0,,,6.5,0.0,,,,86,0.0
dried debris,22.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,1.0,131.0,13.8,125.0,84.0,1028.0,674.0,41.0,0.3089005235602094,,,,86,1.06
,22.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,2.0,140.0,13.8,134.0,84.0,1029.0,675.0,50.0,0.4031413612565445,,,,86,2.12
,22.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,3.0,156.0,13.6,150.0,82.0,1030.0,676.0,68.0,0.5706806282722513,,,,86,3.18
,22.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,4.0,162.0,13.6,156.0,82.0,1031.0,677.0,74.0,0.6335078534031413,0.6335078534031413,48,55,86,4.24
N3_R_2P_F0.55_h0.9_0P0C100L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,0.0,101.5,14.3,95.5,89.0,,,6.5,0.0,,,,87,0.0
dried debris,22.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,1.0,149.0,13.8,143.0,84.0,1032.0,678.0,59.0,0.4973821989528796,,,,87,1.06
,22.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,2.0,160.0,13.8,154.0,84.0,1033.0,679.0,70.0,0.612565445026178,,,,87,2.12
,22.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,3.0,162.0,13.6,156.0,82.0,1034.0,680.0,74.0,0.6335078534031413,,,,87,3.18
,22.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,4.0,162.0,13.6,156.0,82.0,1035.0,681.0,74.0,0.6335078534031413,0.6335078534031413,52,72,87,4.24
N3_R_2P_F0.4_h0.9_25P0C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,0.0,99.5,14.4,93.5,90.0,,,3.5,0.0,,,,88,0.0
dried debris,22.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,1.0,128.0,13.8,122.0,84.0,1036.0,682.0,38.0,0.3048128342245989,,,,88,1.06
,22.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,2.0,141.0,13.8,135.0,84.0,1037.0,683.0,51.0,0.4438502673796791,,,,88,2.12
,22.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,3.0,142.0,13.8,136.0,84.0,1038.0,684.0,52.0,0.4545454545454545,,,,88,3.18
,22.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,4.0,143.0,13.8,137.0,84.0,1039.0,685.0,53.0,0.46524064171123,0.46524064171123,52,65,88,4.24
